1900-William-McKinley,0.092306027,0.0016773077,0.058868088,0.043014825,0.036900768,0.030516178,0.01639433,0.0064928038,0.018829131,0.1292609,0.00027053349,0,0.0080618981,0,0.013634888
1901-Theodore-Roosevelt,0.027022822,0.0015041494,0.084024896,0.048807054,0.047665975,0.027748963,0.012966805,0.015560166,0.097043568,0.028890041,0,0,0.017842324,0,0.0094917012
1902-Theodore-Roosevelt,0.037514408,0,0.076810227,0.059310489,0.044744839,0.022634392,0.011421985,0.0090118411,0.095357854,0.029655245,0,0,0.013727339,0,0.0068112753
1903-Theodore-Roosevelt,0.061577713,0.00048269204,0.06750793,0.058819473,0.037029375,0.014963453,0.0053096125,0.0096538408,0.053647773,0.11136395,0.00048269204,0,0.010895049,0,0.0068956006
1904-Theodore-Roosevelt,0.0381036,0.005618964,0.074158619,0.06491074,0.043429909,0.023646474,0.010242903,0.01000878,0.094527363,0.031138426,0,0.00011706175,0.016330114,0,0.0063798654
1905-Theodore-Roosevelt,0.033713375,0.0010216174,0.075231907,0.074169425,0.03976135,0.023538065,0.0083772629,0.007151322,0.090515304,0.034816722,0,0,0.012954109,0,0.010379633
1906-Theodore-Roosevelt,0.029787234,0.0059053409,0.077941815,0.072644377,0.052323057,0.015848893,0.014025185,0.0075553626,0.097698654,0.019887104,0,0.000086843248,0.017412071,0,0.0020408163
1907-Theodore-Roosevelt,0.037713943,0.0036702745,0.07318078,0.091794315,0.042020898,0.022396165,0.011123179,0.0021722033,0.072394292,0.027002734,0,0,0.015842103,0,0.017377626
1908-Theodore-Roosevelt,0.044561774,0.0050686378,0.079725449,0.071277719,0.040337909,0.019904963,0.01124604,0.0060190074,0.093822598,0.019324182,0,0,0.016895459,0.00026399155,0.0097148891
1909-William-Howard-Taft,0.082633574,0,0.055361522,0.075871294,0.034108642,0.028163781,0.00081741844,0.0029724307,0.0094374675,0.11934309,0,0,0.0081741844,0.00066879691,0.02325927
1910-William-Howard-Taft,0.092009046,0,0.045533358,0.095288353,0.028571429,0.028872974,0.0017338862,0.0030908406,0.011534112,0.10689785,0.00071617037,0.000037693178,0.010327931,0,0.017979646
1911-William-Howard-Taft,0.088412504,0,0.05457562,0.078021306,0.031741181,0.024231575,0.0045843521,0.0032745372,0.011089766,0.11618058,0,0.000043660496,0.010260217,0,0.020913378
1912-William-Howard-Taft,0.087243913,0,0.063677793,0.059407973,0.040316952,0.036047132,0.0044750996,0.0073900727,0.010715605,0.10317363,0,0.00032844767,0.014410642,0,0.020404812
1913-Woodrow-Wilson,0.035971223,0,0.10848921,0.025035971,0.072230216,0.035971223,0.018129496,0.017553957,0.016115108,0.031079137,0,0,0.0086330935,0,0.014388489
1914-Woodrow-Wilson,0.02680784,0,0.11331381,0.018247353,0.056093715,0.020725389,0.038071638,0.030186979,0.015769317,0.012615454,0.0013516558,0,0.020049561,0.0051813472,0.00067582789
1915-Woodrow-Wilson,0.042564512,0,0.10627827,0.016626762,0.047353019,0.022745411,0.059590317,0.025538707,0.014099495,0.019686087,0,0,0.013700452,0,0.023144453
1916-Woodrow-Wilson,0.077257364,0,0.10429744,0.066151618,0.069048769,0.023177209,0.0082085949,0.0096571704,0.015451473,0.00048285852,0,0,0.0053114437,0,0.027040077
1917-Woodrow-Wilson,0.033342016,0.0013024225,0.088304246,0.008856473,0.046105757,0.008335504,0.07580099,0.067465486,0.025266997,0.002604845,0,0,0.0054701745,0,0.0049492055
1918-Woodrow-Wilson,0.037050898,0,0.094685629,0.017964072,0.041729042,0.026946108,0.07747006,0.015157186,0.01366018,0.005988024,0.0065494012,0,0.018525449,0,0.021893713
1919-Woodrow-Wilson,0.057118317,0.0032209577,0.097702384,0.038651492,0.051535323,0.029847541,0.025552931,0.028559158,0.015675327,0.0021473051,0.00085892205,0,0.01674898,0,0.057762508
1920-Woodrow-Wilson,0.073820396,0.0003805175,0.094748858,0.023972603,0.029680365,0.020928463,0.017884323,0.038812785,0.0091324201,0.0053272451,0.023211568,0.0003805175,0.0098934551,0.0053272451,0.059741248
1921-Warren-G-Harding,0.047784694,0,0.089527646,0.058586598,0.030025632,0.037898206,0.018308312,0.019040644,0.010435738,0.012998902,0.00036616624,0.0032954962,0.030941047,0,0.075430245
1922-Warren-G-Harding,0.026306434,0.0044436545,0.075186633,0.094560967,0.043014575,0.039637398,0.014575187,0.020618557,0.012797725,0.0055101315,0,0,0.034482759,0.0010664771,0.075186633
1923-Calvin-Coolidge,0.056091954,0,0.089808429,0.076628352,0.022375479,0.043371648,0.0044444444,0.012873563,0.0076628352,0.017471264,0.0081226054,0,0.015938697,0.0022988506,0.084137931
1924-Calvin-Coolidge,0.065847884,0,0.078869488,0.071026931,0.029150636,0.061408701,0.0022195916,0.017312814,0.00059189109,0.01065404,0.0010358094,0.00073986387,0.013761468,0,0.078573542
1925-Calvin-Coolidge,0.068463357,0.000094562648,0.079621749,0.078014184,0.024680851,0.046903073,0.0053900709,0.01248227,0.0056737589,0.013522459,0.0012293144,0.000094562648,0.022695035,0.00028368794,0.064491726
1926-Calvin-Coolidge,0.04740474,0.00060006001,0.082208221,0.070907091,0.02560256,0.04740474,0.00460046,0.01180118,0.01060106,0.0210021,0,0,0.01810181,0.00010001,0.091109111
