1900-William-McKinley,0.00059517368,0.0034628287,0.068715507,0.0010280273,0,0.022075533,0.0027053349,0.0019478411,0.01195758,0.063358944,0.044475706,0.017097717,0.067146413,0,0.023536414,0.0087652851,0.093658695,0.019207878,0,0.0064928038
1901-Theodore-Roosevelt,0,0,0.012811203,0.0050829876,0.00031120332,0.023236515,0,0.0028526971,0.012759336,0.041441909,0.060840249,0.018672199,0.035995851,0,0.052385892,0.0029564315,0.036047718,0.039522822,0,0.073651452
1902-Theodore-Roosevelt,0,0.00073352195,0.013622551,0.0044011317,0,0.014251284,0,0,0.010688463,0.048098082,0.073980928,0.016137483,0.044220895,0,0.042020329,0.00073352195,0.036885675,0.028397778,0,0.072828251
1903-Theodore-Roosevelt,0,0,0.035650255,0,0,0.016756309,0.0037925803,0.00055164805,0.0040684044,0.056957661,0.060336505,0.012274169,0.051510137,0,0.029720039,0.00013791201,0.10515791,0.028409875,0,0.033305751
1904-Theodore-Roosevelt,0.0035703834,0.001404741,0.007491952,0.002809482,0.004214223,0.024407375,0,0.00035118525,0.0081943225,0.050980392,0.077494879,0.014105941,0.050102429,0,0.035879426,0.0016973954,0.0341235,0.032016389,0,0.069768803
1905-Theodore-Roosevelt,0.0011442115,0,0.012055086,0.00073556455,0.0031465817,0.020309754,0,0.00028605288,0.00809121,0.044379061,0.078051571,0.010461362,0.053124106,0,0.038617139,0.00028605288,0.032201381,0.034694128,0,0.074046831
1906-Theodore-Roosevelt,0.000043421624,0.0001736865,0.010681719,0.00095527573,0.0049066435,0.016977855,0,0.00065132436,0.0036474164,0.037082067,0.072514112,0.014329136,0.041207121,0,0.039209726,0.0072948328,0.029830656,0.04732957,0.001042119,0.085280069
1907-Theodore-Roosevelt,0.003595371,0,0.015093068,0,0.0014231677,0.020223962,0,0.0001872589,0.017265271,0.041571477,0.089322497,0.0092131381,0.063817835,0.000037451781,0.031609303,0.0020223962,0.018650987,0.035317029,0.00029961425,0.067038688
1908-Theodore-Roosevelt,0.00058078141,0.0021119324,0.011404435,0,0.0014783527,0.016948258,0,0.0020063358,0.01092925,0.042925026,0.075184794,0.01156283,0.047254488,0.00005279831,0.032418163,0.0026399155,0.020802534,0.043083421,0.00015839493,0.096620908
1909-William-Howard-Taft,0.0021550123,0,0.089247232,0,0,0.026603255,0.0017091477,0.00052017537,0.01263283,0.068291595,0.082113398,0.0053503753,0.085828937,0.000074310768,0.017611652,0.00037155384,0.031507765,0.013078695,0.00044586461,0.0032696738
1910-William-Howard-Taft,0.0012438749,0,0.079683377,0,0,0.022276668,0.0035808519,0.001281568,0.014813419,0.057632868,0.086618922,0.0071240106,0.10557859,0,0.01209951,0,0.028835281,0.017489634,0,0.0043347154
1911-William-Howard-Taft,0.0012224939,0,0.10613867,0.00065490744,0.000043660496,0.023402026,0.00043660496,0.00026196298,0.021393643,0.052960182,0.072258121,0.010129235,0.090770171,0,0.018337408,0,0.026807545,0.014800908,0,0.0037111422
1912-William-Howard-Taft,0.0039003161,0.0011495669,0.08108552,0.002052798,0.0002052798,0.036457692,0,0.0010674549,0.021061707,0.069179291,0.059243749,0.0075953525,0.08088024,0,0.028123332,0.0018064622,0.031736257,0.016586608,0.00028739171,0.0051730509
1913-Woodrow-Wilson,0.0023021583,0,0.010359712,0.00086330935,0.0025899281,0.021870504,0,0,0.021294964,0.059856115,0.04028777,0.059856115,0.037122302,0,0.06705036,0,0.019568345,0.037122302,0,0.0034532374
1914-Woodrow-Wilson,0,0.0087857626,0,0.01171435,0,0.014192386,0,0,0.0072088308,0.047307952,0.023879252,0.07141248,0.03626943,0,0.0702861,0.00045055193,0.005857175,0.052714575,0.00022527596,0.0087857626
1915-Woodrow-Wilson,0.011306198,0,0.014498537,0.016360734,0,0.0099760575,0.0058526204,0.0005320564,0.0063846768,0.044825752,0.019686087,0.11066773,0.044027667,0.0006650705,0.052806597,0.0070497473,0.01330141,0.024474594,0.003990423,0.0049215217
1916-Woodrow-Wilson,0.0062771608,0,0,0,0,0.014968614,0,0,0.01641719,0.096571704,0.058425881,0.04587156,0.09802028,0,0.028971511,0,0.0067600193,0.0077257364,0,0.02607436
1917-Woodrow-Wilson,0,0.0002604845,0,0.018754884,0,0.011461318,0.0049492055,0,0.001041938,0.042458974,0.009898411,0.099244595,0.017712946,0.001562907,0.082313102,0.03125814,0.0023443605,0.035686377,0,0.008856473
1918-Woodrow-Wilson,0,0.00074850299,0,0.0041167665,0.00018712575,0.023016467,0.0056137725,0.0011227545,0.014034431,0.053517964,0.018338323,0.072979042,0.043038922,0,0.046032934,0.036676647,0.0084206587,0.034992515,0,0.014782934
1919-Woodrow-Wilson,0.0032209577,0,0.00021473051,0.0017178441,0,0.040154606,0.0057977239,0,0.047670174,0.075585141,0.037363109,0.046596521,0.058191969,0.00042946103,0.060339274,0.0051535323,0.0034356882,0.02490874,0.0015031136,0.013098561
1920-Woodrow-Wilson,0.0060882801,0.0026636225,0,0,0,0.027016743,0.040715373,0,0.044901065,0.060121766,0.01978691,0.041856925,0.054414003,0.0003805175,0.062404871,0.0019025875,0.012557078,0.03500761,0,0.0034246575
1921-Warren-G-Harding,0.0062248261,0.00073233248,0.00018308312,0,0,0.035701208,0.0080556573,0,0.075796412,0.052727938,0.050347858,0.050714024,0.056755767,0.0029293299,0.065543757,0,0.0064079092,0.015562065,0.00018308312,0.0067740754
1922-Warren-G-Harding,0.011731248,0,0,0.0092428013,0.0040881621,0.036082474,0.003021685,0,0.071276218,0.035726982,0.034127266,0.050124422,0.086740135,0,0.059189477,0.00053323854,0.0047991468,0.029505866,0,0.011198009
1923-Calvin-Coolidge,0.0082758621,0,0.0001532567,0.00030651341,0.0035249042,0.042452107,0.0095019157,0,0.080306513,0.054252874,0.032337165,0.0084291188,0.11785441,0,0.046436782,0,0.011034483,0.018697318,0,0.0076628352
1924-Calvin-Coolidge,0.014057413,0,0.0023675644,0.0054749926,0,0.048683042,0.004587156,0.0020716188,0.08538029,0.052086416,0.030038473,0.0056229654,0.11645457,0.00029594555,0.03684522,0.0014797277,0.0068067476,0.01494525,0,0.0039952649
1925-Calvin-Coolidge,0.011252955,0.0022695035,0.001891253,0.0037825059,0,0.046335697,0.0039716312,0,0.05465721,0.057399527,0.02751773,0.011914894,0.1270922,0,0.032813239,0,0.014184397,0.018534279,0.0011347518,0.0088888889
1926-Calvin-Coolidge,0.0097009701,0,0.00480048,0.00260026,0,0.03480348,0.0059005901,0.00260026,0.091709171,0.0470047,0.03070307,0.01150115,0.10581058,0,0.03320332,0,0.01820182,0.02370237,0,0.0092009201
1927-Calvin-Coolidge,0.017235315,0,0.0083245398,0,0.0011724704,0.043498652,0.0052761168,0,0.089576738,0.049361004,0.01899402,0.0083245398,0.11783327,0,0.031773948,0,0.018876773,0.023332161,0.00046898816,0.008910775
1928-Calvin-Coolidge,0.028753994,0.00025559105,0.01571885,0,0,0.041789137,0.0054952077,0,0.077444089,0.052523962,0.022492013,0.0056230032,0.11207668,0,0.035015974,0.00012779553,0.025814696,0.025942492,0.002428115,0.0069009585
1929-Herbert-Hoover,0.034398496,0,0.019360902,0.00093984962,0,0.040131579,0.01156015,0.00084586466,0.094548872,0.064191729,0.039003759,0.0067669173,0.10338346,0,0.021240602,0,0.0055451128,0.0082706767,0,0.0016917293
1930-Herbert-Hoover,0.040895591,0.0041124058,0.011651816,0.00068540096,0,0.040667124,0.033127713,0.0018277359,0.16358236,0.040895591,0.018505826,0.0052547407,0.079963445,0,0.01210875,0.00045693397,0.011194882,0.0041124058,0,0
1931-Herbert-Hoover,0.041831951,0,0,0.0055896141,0,0.036062027,0.016408222,0,0.20357014,0.039487919,0.014785431,0.0059502344,0.06689506,0,0.026144969,0,0.005409304,0.011179228,0.00072124053,0
1932-Herbert-Hoover,0.033074417,0,0,0.0095214232,0,0.044099223,0.015033826,0.00025056377,0.17339013,0.050613881,0.0082686044,0.014031571,0.041092458,0,0.035329491,0.00025056377,0.017539464,0.01327988,0,0.0055124029
1934-Franklin-D-Roosevelt,0.014305491,0.0092293493,0,0.0032302723,0,0.026303646,0.006922012,0,0.084910014,0.056760498,0.03276419,0.019381634,0.03091832,0,0.10290725,0.00046146747,0,0.052145824,0.0064605445,0.0046146747
1935-Franklin-D-Roosevelt,0.038506761,0.0082304527,0,0.0047031158,0.0014697237,0.027336861,0.011463845,0.0073486185,0.10523222,0.038800705,0.017930629,0.019400353,0.023221634,0,0.096119929,0,0.00029394474,0.046149324,0,0
1936-Franklin-D-Roosevelt,0.0091644205,0.011051213,0,0.042318059,0.002425876,0.017520216,0.00053908356,0.0040431267,0.031266846,0.045013477,0.016981132,0.047439353,0.011051213,0,0.10350404,0.0070080863,0.0013477089,0.061185984,0.007277628,0
1937-Franklin-D-Roosevelt,0.034069637,0.010857357,0.01385249,0.019468364,0,0.035192812,0.006739049,0,0.052414826,0.046050168,0.030700112,0.022089105,0.01385249,0,0.11943092,0,0.0078622239,0.023961063,0.00037439161,0.0056158742
1938-Franklin-D-Roosevelt,0,0.0061295972,0,0.015323993,0.00087565674,0.038966725,0.032180385,0,0.082749562,0.037872154,0.019483363,0.015761821,0.016856392,0,0.072241681,0,0.0017513135,0.065017513,0.010070053,0.015980736
