id,0,1,2,3,4,5,6,7,8,9
1900-William-McKinley,0.12146954,0.024239801,0.14792771,0.0016773077,0.064062331,0.058327021,0.010280273,0.0019478411,0.002326588,0.023969267
1901-Theodore-Roosevelt,0.12079876,0.099325726,0.03003112,0.0046680498,0.042738589,0.067997925,0.017064315,0.0038381743,0,0.032105809
1902-Theodore-Roosevelt,0.12606099,0.10133082,0.037619197,0.00010478885,0.04830766,0.052499214,0.010793252,0.0004191554,0,0.029864822
1903-Theodore-Roosevelt,0.13873948,0.053647773,0.11391532,0.0016549441,0.043993932,0.061715625,0.0053785685,0,0,0.019583506
1904-Theodore-Roosevelt,0.12829968,0.099619549,0.036523266,0.0091893474,0.043898156,0.065613111,0.0067310506,0.0046239391,0,0.024114721
1905-Theodore-Roosevelt,0.12181766,0.10853664,0.040415185,0.0047403049,0.045809325,0.062155204,0.0048628989,0.0035552286,0,0.019737649
1906-Theodore-Roosevelt,0.11619627,0.12700825,0.036039948,0.0045592705,0.024620061,0.060442901,0.006469822,0.0058619192,0,0.031958315
1907-Theodore-Roosevelt,0.11100708,0.10714954,0.050147935,0.0049436351,0.059323621,0.063181154,0.0013482641,0.0043818584,0,0.015205423
1908-Theodore-Roosevelt,0.096409715,0.13521647,0.040073918,0.002217529,0.052639916,0.059662091,0.0046990496,0.0042238648,0,0.023020063
1909-William-Howard-Taft,0.12134948,0.01263283,0.15835625,0.0066136583,0.076317158,0.054395482,0.0034182953,0,0,0.0077283198
1910-William-Howard-Taft,0.12329438,0.020128157,0.1491896,0.0059178289,0.080135695,0.051074256,0.0017715793,0.0018469657,0,0.0092348285
1911-William-Howard-Taft,0.10592036,0.019297939,0.16979567,0.0053265805,0.075532658,0.050471533,0.0038857841,0.00017464198,0,0.012923507
1912-William-Howard-Taft,0.10448742,0.01798251,0.14004188,0.0092786468,0.082029807,0.071437369,0.0066921214,0.00078006323,0.00094428706,0.01391797
1913-Woodrow-Wilson,0.081151079,0.021007194,0.038273381,0.010935252,0.063884892,0.089496403,0.012374101,0,0.00028776978,0.06618705
1914-Woodrow-Wilson,0.043252985,0.034917774,0.022077044,0.0051813472,0.036945258,0.081324623,0.017571525,0.0076593827,0.00090110385,0.10925884
1915-Woodrow-Wilson,0.065974993,0.018222932,0.036844906,0.016626762,0.054269753,0.049880287,0.023942538,0.0001330141,0.0023942538,0.12303804
1916-Woodrow-Wilson,0.12023177,0.049251569,0.04587156,0.0053114437,0.085465958,0.057460164,0.0072428778,0,0,0.035248672
1917-Woodrow-Wilson,0.032560563,0.039854129,0.016410524,0.0039072675,0.027871842,0.048189633,0.035946861,0,0.0018233915,0.16123991
1918-Woodrow-Wilson,0.045284431,0.028443114,0.02507485,0.0084206587,0.075037425,0.057447605,0.020022455,0.0035553892,0.00074850299,0.11358533
1919-Woodrow-Wilson,0.056044664,0.042516642,0.026411853,0.025767662,0.12110801,0.06291604,0.017607902,0.0051535323,0,0.067854842
1920-Woodrow-Wilson,0.066590563,0.023972603,0.036149163,0.02891933,0.11796043,0.047945205,0.0060882801,0.0003805175,0,0.085235921
1921-Warren-G-Harding,0.086049066,0.027279385,0.024166972,0.030391798,0.13548151,0.063896009,0.0098864885,0,0.0043939949,0.053094105
1922-Warren-G-Harding,0.085851404,0.035015997,0.020085318,0.024351226,0.13881977,0.088339851,0.023817988,0.0015997156,0,0.029505866
1923-Calvin-Coolidge,0.1040613,0.022068966,0.038773946,0.022222222,0.16061303,0.058697318,0.01440613,0.0053639847,0,0.015019157
1924-Calvin-Coolidge,0.097366085,0.012133767,0.040988458,0.032997928,0.16513761,0.046463451,0.020124297,0,0.0048831015,0.011097958
1925-Calvin-Coolidge,0.10174941,0.023073286,0.043877069,0.026193853,0.13995272,0.054562648,0.014846336,0.0017966903,0.0017021277,0.015886525
1926-Calvin-Coolidge,0.10181018,0.01780178,0.03550355,0.02840284,0.15721572,0.060106011,0.01230123,0,0.00240024,0.01590159
