1900-William-McKinley,0.031706525,0,0.00054106698,0.0047072828,0.0035710421,0,0.00059517368,0.016610756,0.0043826426,0.014446488,0.029109404,0.026999243,0.043285359,0.00070338708,0.011524727,0.014230062,0.03966021,0.002867655,0.014987555,0.000054106698,0.10767233,0.022833027,0.0038415756,0.061898063,0
1901-Theodore-Roosevelt,0.026763485,0.00020746888,0.0033713693,0.04813278,0.0045643154,0,0.0047717842,0.018775934,0.0033195021,0.04533195,0.031587137,0.014989627,0.029719917,0.00010373444,0.0066908714,0.048184647,0.024948133,0,0.0089211618,0,0.01120332,0.04403527,0.0055497925,0.037396266,0
1902-Theodore-Roosevelt,0.022739181,0,0,0.058472179,0,0,0.0031436655,0.012889029,0,0.046421461,0.034161165,0.022634392,0.031436655,0,0.0072304307,0.034789898,0.028816934,0,0.0086974746,0,0.012469873,0.031331866,0.0060777533,0.045687939,0
1903-Theodore-Roosevelt,0.01916977,0.000068956006,0.0033788443,0.035719211,0.0023445042,0,0,0.013239553,0,0.016687353,0.032409323,0.019583506,0.027513446,0.0013101641,0.0088953248,0.020410978,0.036960419,0.00020686802,0.0086195008,0,0.098676045,0.032064543,0,0.061232933,0.00013791201
1904-Theodore-Roosevelt,0.025226807,0,0,0.063623061,0.0062628036,0,0,0.012642669,0.0016388645,0.034299093,0.032718759,0.021539362,0.031314018,0.00011706175,0.004214223,0.029558092,0.027743635,0,0.0019900498,0.0019900498,0.0082528534,0.044424934,0.010359965,0.060696517,0
1905-Theodore-Roosevelt,0.027297618,0.00049037636,0.00093988803,0.063381145,0.0058436517,0.000040864697,0.000040864697,0.0099301214,0.00077642924,0.039393568,0.031956193,0.02157656,0.028646153,0,0.0072739161,0.033263863,0.026521188,0,0.0047811695,0.00069469985,0.016591067,0.031792734,0.0049446283,0.055412529,0.000040864697
1906-Theodore-Roosevelt,0.022709509,0,0.0048198003,0.039557099,0,0,0.001042119,0.01524099,0.0030829353,0.042292662,0.032001737,0.0083803734,0.030395137,0,0.012158055,0.067607469,0.022275293,0,0.004385584,0.00086843248,0.0085974815,0.037038645,0.0079895788,0.052713851,0
1907-Theodore-Roosevelt,0.035466836,0.0012359088,0.0017602337,0.061271113,0.0077150669,0,0.000074903562,0.0083517471,0.0022096551,0.032245983,0.036103517,0.022995393,0.033556796,0,0.0095127523,0.030747912,0.038462979,0,0.00052432493,0,0.0099247219,0.034567994,0.0043818584,0.045578817,0
1908-Theodore-Roosevelt,0.030728617,0,0.0057022175,0.063357973,0.0036958817,0,0.0020591341,0.010454065,0.002375924,0.048310454,0.030675818,0.01842661,0.024709609,0,0.0063885956,0.047835269,0.025765576,0,0.0049102429,0.00058078141,0.0068637804,0.035533263,0,0.049788807,0
1909-William-Howard-Taft,0.030541725,0,0,0.0043843353,0.010775061,0,0,0.0086943598,0,0.014119046,0.036635208,0.039087464,0.049268039,0,0.011072304,0,0.071412648,0.00014862154,0.0055733076,0,0.072675931,0.018949246,0.0014119046,0.066062272,0
1910-William-Howard-Taft,0.037919337,0.0014700339,0,0.014662646,0.0083301922,0,0.00015077271,0.0070863174,0.00011307953,0.011684885,0.031813042,0.039954768,0.044930268,0.000075386355,0.012627214,0.000075386355,0.086845081,0.0041085564,0.0051639653,0.00030154542,0.05883905,0.013607237,0.0013569544,0.061477573,0
1911-William-Howard-Taft,0.028379322,0,0.00039294446,0.0083391547,0.005719525,0,0.00026196298,0.0086011177,0,0.013927698,0.050864478,0.033356619,0.033705903,0,0.014888229,0.0037111422,0.083304226,0,0.0061561299,0,0.084657702,0.016416346,0.0022703458,0.04837583,0
1912-William-Howard-Taft,0.034856509,0.00028739171,0.0016832943,0.0057888903,0.0068974012,0,0.0010674549,0.0087449193,0,0.021554379,0.032187872,0.044915219,0.042944533,0,0.015354929,0.0023812456,0.070862586,0.00012316788,0.013671634,0.000082111919,0.067167549,0.025044135,0.0049677711,0.047009073,0
1913-Woodrow-Wilson,0.010359712,0,0.0011510791,0.0011510791,0.0077697842,0,0.0060431655,0.055251799,0,0.021294964,0.037985612,0.027338129,0.059280576,0,0.02705036,0.0089208633,0.0043165468,0,0.0077697842,0,0.011798561,0.055827338,0.012374101,0.025899281,0.0020143885
1914-Woodrow-Wilson,0.018022077,0.00022527596,0.0081099347,0.0092363145,0.0022527596,0,0.0036044154,0.07253886,0.0033791394,0.039198018,0.015994593,0.0074341068,0.051588196,0,0.021851768,0.0078846587,0.0078846587,0.0013516558,0.01058797,0,0.0013516558,0.06195089,0.0092363145,0.0029285875,0.0024780356
1915-Woodrow-Wilson,0.011173184,0.0019952115,0.0017291833,0.0021282256,0.0071827614,0.0001330141,0.0071827614,0.078611333,0.0043894653,0.017557861,0.017025805,0.023277467,0.069566374,0,0.033386539,0.011173184,0.017557861,0.010508114,0.014365523,0,0.0035913807,0.049614259,0.0018621974,0.0073157755,0
1916-Woodrow-Wilson,0.050217286,0,0.0014485756,0.0096571704,0.0033800097,0,0,0.038145823,0,0.016900048,0.027040077,0.042974408,0.068083052,0,0.02607436,0.011588605,0.018831482,0,0,0,0.00096571704,0.044905843,0,0.04587156,0
1917-Woodrow-Wilson,0.0080750195,0,0.004167752,0.0002604845,0,0,0.023964574,0.087262308,0.037509768,0.031518625,0.010940349,0.0039072675,0.011200834,0,0.03125814,0.03646783,0,0,0.011721803,0,0.0002604845,0.06017192,0,0.0091169575,0
1918-Woodrow-Wilson,0.014408683,0,0.0080464072,0.0063622754,0.0067365269,0,0.0054266467,0.072979042,0.028068862,0.012911677,0.024326347,0.022642216,0.029004491,0,0.038922156,0.01758982,0.005988024,0.0067365269,0.01010479,0,0,0.048091317,0,0.019273952,0
1919-Woodrow-Wilson,0.034356882,0,0,0.0060124544,0.019325746,0,0.014601675,0.042087181,0.0073008374,0.035215804,0.058836161,0.031135924,0.018681555,0,0.046811252,0.0126691,0.014386944,0.0017178441,0.0081597595,0.0032209577,0.0025767662,0.048099635,0.00085892205,0.019325746,0
1920-Woodrow-Wilson,0.04870624,0.0011415525,0,0,0.012557078,0.0003805175,0.024733638,0.038432268,0.0053272451,0.016362253,0.011035008,0.046803653,0.032343988,0,0.042998478,0.0049467275,0.0095129376,0.038812785,0.00076103501,0,0.0087519026,0.043378995,0.0011415525,0.025114155,0
1921-Warren-G-Harding,0.067191505,0.001464665,0,0.0062248261,0.016660564,0.0029293299,0.010801904,0.026180886,0,0.030025632,0.045404614,0.035335042,0.021969974,0,0.055108019,0,0.018491395,0.0087879897,0.0069571585,0,0.00018308312,0.053826437,0,0.025082387,0.0020139143
1922-Warren-G-Harding,0.051190899,0,0,0.006932101,0.031994312,0,0.013686456,0.016885887,0,0.029328119,0.041059367,0.030039104,0.0095982936,0.00017774618,0.090295059,0.0087095627,0.023995734,0.0035549236,0.0097760398,0.0010664771,0.00053323854,0.059367224,0.0097760398,0.0094205475,0
1923-Calvin-Coolidge,0.10390805,0,0,0.0096551724,0.023141762,0,0.0038314176,0.005210728,0,0.014712644,0.038927203,0.044597701,0.019923372,0,0.032183908,0.0012260536,0.032183908,0.0085823755,0.011494253,0.0022988506,0.0059770115,0.057931034,0.0050574713,0.019770115,0.00061302682
1924-Calvin-Coolidge,0.10802012,0.0028114827,0,0.001923646,0.023083753,0.00044391832,0.0084344481,0,0,0.012873631,0.03255401,0.051642498,0.021751998,0,0.027374963,0.0031074282,0.028558745,0.0041432376,0.028706718,0,0.0039952649,0.049274933,0,0.019384433,0.0031074282
1925-Calvin-Coolidge,0.085673759,0,0.00037825059,0.010685579,0.022978723,0.0025531915,0.0043498818,0.0045390071,0,0.022600473,0.031300236,0.039527187,0.022789598,0.000094562648,0.042269504,0,0.031489362,0.0078486998,0.028747045,0,0.0086997636,0.031205674,0,0.024964539,0.00094562648
1926-Calvin-Coolidge,0.11011101,0,0.00020002,0.0068006801,0.02840284,0.00070007001,0,0.0056005601,0,0.0190019,0.0290029,0.03940394,0.02550255,0,0.02560256,0.0054005401,0.03580358,0.0073007301,0.02290229,0,0.00420042,0.03890389,0.0075007501,0.0190019,0.00010001
