id,0,1,2,3,4,5,6,7,8,9
1900-William-McKinley,0.0047072828,0.041499838,0.03998485,0.0091981387,0.065847852,0.013093821,0.10475057,0.089979439,0.055892219,0.031273672
1901-Theodore-Roosevelt,0.046732365,0.042582988,0.058298755,0.019865145,0.082417012,0.0096991701,0.061410788,0.012551867,0.070280083,0.01473029
1902-Theodore-Roosevelt,0.056376402,0.04652625,0.049355549,0.018338049,0.074085717,0.0055538091,0.073666562,0.014251284,0.056271613,0.012574662
1903-Theodore-Roosevelt,0.021790098,0.052130741,0.047855468,0.0074472487,0.071231554,0.0036546683,0.079092539,0.086126052,0.056543925,0.012756861
1904-Theodore-Roosevelt,0.058355282,0.068481124,0.050687738,0.01000878,0.068012877,0.0057360258,0.068539655,0.015861867,0.057126134,0.015803336
1905-Theodore-Roosevelt,0.072003596,0.070409873,0.047035266,0.01009358,0.045564137,0.0038004168,0.064239304,0.020554943,0.062849904,0.015079073
1906-Theodore-Roosevelt,0.09009987,0.07755102,0.04945723,0.014850195,0.04064264,0.010290925,0.047025619,0.014285714,0.059009987,0.0099435519
1907-Theodore-Roosevelt,0.076027115,0.074379237,0.043556421,0.0072656455,0.034118572,0.0050559904,0.06939815,0.020336317,0.065053743,0.021497322
1908-Theodore-Roosevelt,0.095512144,0.084846885,0.045406547,0.013093981,0.02967265,0.0063357973,0.0531151,0.017529039,0.054276663,0.018373812
1909-William-Howard-Taft,0.0057962399,0.071858512,0.034926061,0.00193208,0.017685963,0.001263283,0.12112655,0.092516906,0.048822174,0.044883704
1910-William-Howard-Taft,0.0082171127,0.072295515,0.032642292,0.0029023747,0.013154919,0.0019600452,0.13588391,0.087108933,0.049830381,0.038597814
1911-William-Howard-Taft,0.0096926301,0.076711491,0.038683199,0.0046716731,0.0089067412,0.0035801607,0.11124694,0.10749214,0.047022354,0.035321341
1912-William-Howard-Taft,0.0057067783,0.064745248,0.04236975,0.010838773,0.022621834,0.0045161555,0.11347867,0.079853841,0.062405058,0.041055959
1913-Woodrow-Wilson,0.012086331,0.044604317,0.14705036,0.019568345,0.021007194,0.0071942446,0.048920863,0.012661871,0.03971223,0.030791367
