id,0,1,2,3,4,5,6,7,8,9
1946-Harry-S-Truman,0.001397756,0.07434551,0.0088398625,0.20199464,0.027237354,0.076007707,0.072947754,0.002379963,0.0068376714,0.016508632
1947-Harry-S-Truman,0.0032345931,0.1525366,0.017194416,0.066053796,0.041368744,0.092100783,0.04494382,0,0.012257406,0.031324481
1948-Harry-S-Truman,0.0010090817,0.15499495,0.03592331,0.043794147,0.047225025,0.07346115,0.059737639,0.00020181635,0.01271443,0.025832492
1949-Harry-S-Truman,0,0.16096096,0.02042042,0.044744745,0.051951952,0.071771772,0.053753754,0.0069069069,0.022222222,0.020720721
1950-Harry-S-Truman,0,0.13591648,0.035936559,0.031519775,0.047982333,0.064244128,0.047380044,0.0054205983,0.039349528,0.028508332
1951-Harry-S-Truman,0,0.083908928,0.031721668,0.0092095165,0.048349962,0.046559222,0.018163213,0.0099769762,0.14607316,0.020721412
1952-Harry-S-Truman,0.0046314164,0.089540718,0.037051332,0.023736009,0.060208414,0.031840988,0.027209572,0.010999614,0.10671555,0.027016596
1953-Dwight-D-Eisenhower,0,0.11653636,0.028027733,0.043369228,0.046172002,0.084083198,0.065348872,0,0.053990264,0.028175247
1953-Harry-S-Truman,0.00010630382,0.076857659,0.040182843,0.019134687,0.036887424,0.04039545,0.01615818,0.0095673435,0.15201446,0.038375678
1954-Dwight-D-Eisenhower,0.00068775791,0.090784044,0.022352132,0.044360385,0.069463549,0.1036795,0.087173315,0,0.040749656,0.027166437
1955-Dwight-D-Eisenhower,0.00028340655,0.10967833,0.018563129,0.050588069,0.050304662,0.12186482,0.067592461,0.0038259884,0.038826697,0.039535213
1956-Dwight-D-Eisenhower,0.0011187073,0.10167806,0.0077066501,0.045866998,0.064760721,0.1226849,0.065382225,0.0049720323,0.036668738,0.042013673
1957-Dwight-D-Eisenhower,0.00024770869,0.14094625,0.026752539,0.017339609,0.050037156,0.095615556,0.060440921,0.0047064652,0.046816943,0.030715878
1958-Dwight-D-Eisenhower,0.0004178855,0.093606352,0.03113247,0.030505641,0.073338905,0.066652737,0.050355203,0,0.094024237,0.02507313
1959-Dwight-D-Eisenhower,0.0012368584,0.094413523,0.031539889,0.037724181,0.07400536,0.069057926,0.058956916,0.0080395795,0.055246341,0.037930324
1960-Dwight-D-Eisenhower,0.0018211619,0.10562739,0.043343653,0.029502823,0.074849754,0.062830086,0.054088508,0.00018211619,0.073028592,0.023857221
1961-John-F-Kennedy,0.0033824115,0.047950657,0.049741345,0.027258257,0.088738559,0.055312376,0.076999602,0.0085555113,0.064663749,0.048547553
1961-Dwight-D-Eisenhower,0.014799865,0.09317188,0.015977127,0.056172217,0.05785402,0.12092163,0.066431214,0.0033636058,0.045745039,0.054826774
1962-John-F-Kennedy,0.013303414,0.063311428,0.041673345,0.039429396,0.092001923,0.04968745,0.063151146,0.014745953,0.061067479,0.0367046
1963-John-F-Kennedy,0.010867456,0.055889773,0.049291675,0.016301184,0.065204735,0.034348923,0.064234427,0.017853677,0.091209004,0.05666602
1964-Lyndon-B-Johnson,0.0083898032,0.044207809,0.047757341,0.034204582,0.099709584,0.035818006,0.057437883,0.031623104,0.031300419,0.039690223
1965-Lyndon-B-Johnson,0,0.040835485,0.093170617,0.011030275,0.11616991,0.036611124,0.025815536,0.024172729,0.046937339,0.036845811
1966-Lyndon-B-Johnson,0,0.038924408,0.093080105,0.015983452,0.087250846,0.03347123,0.048514479,0.02444528,0.060549079,0.025761564
1967-Lyndon-B-Johnson,0.0089272647,0.03980682,0.068491146,0.022976731,0.073027953,0.038196985,0.062490853,0.030879555,0.028391629,0.04609981
1968-Lyndon-B-Johnson,0.013545474,0.04601161,0.058482047,0.037626317,0.080627822,0.036121264,0.084067942,0.038486347,0.016125564,0.030316061
1969-Lyndon-B-Johnson,0.010280134,0.049344641,0.092778206,0.019532254,0.048059625,0.042148548,0.047288615,0.028527371,0.022359291,0.042662555
1970-Richard-M-Nixon,0.0077012835,0.057176196,0.11505251,0.0086347725,0.072112019,0.037572929,0.063010502,0.032905484,0.013068845,0.010035006
1971-Richard-M-Nixon,0.0067567568,0.047530289,0.12698043,0.0037278658,0.066635601,0.026561044,0.081780056,0.0361137,0.0016309413,0.01444548
1972-Richard-M-Nixon,0.035203989,0.044263391,0.030400681,0.020186052,0.098072597,0.076366511,0.10579437,0.019760443,0.0043168967,0.033258345
1973-Richard-M-Nixon,0.010012516,0.076971214,0.089486859,0,0.077596996,0.047559449,0.073842303,0.010638298,0.0018773467,0.044430538
1974-Richard-M-Nixon,0.056951659,0.04609481,0.009031775,0.022696429,0.063269222,0.12583649,0.12204595,0.010388881,0.0012167158,0.035003978
1975-Gerald-R-Ford,0.033794163,0.034562212,0.056835637,0.02406554,0.03046595,0.10573477,0.13159242,0.013056836,0.010752688,0.039938556
1976-Gerald-R-Ford,0.018927445,0.038485804,0.060778128,0.015562566,0.061198738,0.045215563,0.11398528,0.065194532,0.014511041,0.033438486
1977-Gerald-R-Ford,0.021810006,0.057897695,0.06722878,0.0053962901,0.049465992,0.068802698,0.077796515,0.026644182,0.022934233,0.04856661
1978-Jimmy-Carter,0.12938144,0.028350515,0.0020618557,0.018814433,0.046649485,0.16984536,0.091237113,0.0080756014,0.0021477663,0.050257732
1979-Jimmy-Carter,0.11448103,0.034132486,0.0098690545,0.011939149,0.047804737,0.16286347,0.074860389,0.0088580782,0.0013479684,0.054159445
1980-Jimmy-Carter,0.12241782,0.025081788,0.0061380277,0.013522356,0.038946876,0.17572831,0.071755725,0.0028976476,0.0071350678,0.0633432
1981-Ronald-Reagan,0.022577611,0.032690499,0.030573848,0.029633114,0.034336783,0.04233302,0.17685795,0.04915334,0,0.023518344
1981-Jimmy-Carter,0.11002918,0.032130241,0.0097680848,0.017048072,0.030594379,0.1729381,0.068468745,0.0043004147,0.011795423,0.071571187
1982-Ronald-Reagan,0.017455859,0.038322632,0.085674157,0.013844302,0.035313002,0.031902087,0.12339486,0.049357945,0.018258427,0.040529695
1983-Ronald-Reagan,0.034021194,0.048707938,0.064138316,0.010968582,0.058932887,0.030860755,0.076594162,0.060420152,0.013757204,0.055214724
1984-Ronald-Reagan,0.021625026,0.037161453,0.1108545,0.0050388411,0.05647701,0.030023095,0.048288894,0.083980684,0.029183288,0.037581356
1985-Ronald-Reagan,0.030852106,0.035259549,0.11557297,0.00097943193,0.053623898,0.02791381,0.051420176,0.082761998,0.025220372,0.048726738
1986-Ronald-Reagan,0.015375517,0.029568303,0.14547605,0,0.054109994,0.011827321,0.034890597,0.10171496,0.034594914,0.041691307
1987-Ronald-Reagan,0.01457245,0.026120429,0.12730272,0.0013747594,0.045092109,0.02474567,0.025295573,0.089634314,0.031069563,0.0365686
1988-Ronald-Reagan,0.018981881,0.033002588,0.12791199,0.0069025022,0.047023296,0.016609146,0.041630716,0.084339948,0.027178602,0.045513374
1989-George-Bush,0.024015578,0.019688447,0.089138901,0.0069234098,0.067070532,0.03202077,0.058199913,0.085244483,0.01384682,0.042405885
1990-George-Bush,0.012311902,0.032831737,0.10095759,0.0027359781,0.057729138,0.010943912,0.027359781,0.10068399,0.041860465,0.033105335
1991-George-Bush,0.020876827,0.040448852,0.080636743,0.0099164927,0.057672234,0.02374739,0.0315762,0.075678497,0.060542797,0.036273486
