id,0,1,2,3,4,5,6,7,8,9
1900-Democratic-William-Jennings-Bryan,0.12426036,0.00039447732,0.02209073,0.048915187,0.04260355,0.065088757,0.022879684,0.066272189,0.0059171598,0.071400394
1904-Democratic-Alton-B-Parker,0.10351692,0.01526211,0.04379562,0.026874585,0.065029861,0.090577306,0.03649635,0.025547445,0.004313205,0.065029861
1908-Democratic-William-Jennings-Bryan,0.038262435,0,0.078100383,0.0040513167,0.053567409,0.10330858,0.040963313,0.058744092,0.011253657,0.076524871
1912-Democratic-Woodrow-Wilson,0.030125704,0.0026007802,0.10208062,0.0082358041,0.066970091,0.072388383,0.044863459,0.067837018,0.013437365,0.063502384
1916-Democratic-Woodrow-Wilson,0.03920695,0.029850746,0.071285364,0.048563154,0.090220539,0.031410114,0.042548452,0.06192916,0.018935175,0.026954778
1920-Democratic-James-M-Cox,0.032951289,0.093839542,0.036819484,0.043839542,0.061174785,0.021919771,0.054011461,0.058882521,0.021346705,0.067335244
1924-Democratic-John-W-Davis,0.028646288,0.036681223,0.055021834,0.046812227,0.04139738,0.025502183,0.094497817,0.040873362,0.022882096,0.092576419
1928-Democratic-Alfred-E-Smith,0.026450201,0.037212696,0.049616928,0.042867567,0.050346589,0.016052536,0.10634805,0.048887267,0.025173294,0.09266691
1932-Democratic-Franklin-D-Roosevelt,0.034883721,0.032147743,0.019835841,0.088235294,0.016415869,0.024623803,0.078659371,0.1504788,0.03625171,0.054719562
1936-Democratic-Franklin-D-Roosevelt,0.036460649,0.020008893,0.036460649,0.037794575,0.0026678524,0.0084481992,0.07336594,0.083148066,0.16718542,0.016007114
1940-Democratic-Franklin-D-Roosevelt,0.035317201,0.017004578,0.024198823,0.064748201,0.013952474,0.0095923261,0.071942446,0.065838239,0.17593198,0.026160889
1944-Democratic-Franklin-D-Roosevelt,0.035502959,0.019230769,0.029585799,0.13017751,0.065088757,0.00073964497,0.081360947,0.053254438,0.074704142,0.013313609
