id,0,1,2,3,4,5,6,7,8,9
1900-Democratic-William-Jennings-Bryan,0.014595661,0.0063116371,0.047337278,0.0019723866,0.10493097,0.037869822,0.048126233,0,0.016568047,0.19211045
1904-Democratic-Alton-B-Parker,0.014266755,0,0.073656271,0,0.097876576,0.02986065,0.04711347,0.001658925,0.01924353,0.19276709
1908-Democratic-William-Jennings-Bryan,0.01575512,0,0.080351114,0.0072023408,0.099032185,0.020256583,0.041413459,0,0.0072023408,0.19356291
1912-Democratic-Woodrow-Wilson,0.012787169,0,0.080840919,0.0047680971,0.10576506,0.023840485,0.04247941,0,0.0062852189,0.19527525
1916-Democratic-Woodrow-Wilson,0.023836044,0.0042325685,0.090443306,0,0.11650702,0.064379595,0.035642682,0.00066830029,0.018266875,0.10692805
1920-Democratic-James-M-Cox,0.032234957,0.002722063,0.10114613,0.003008596,0.14928367,0.062320917,0.029083095,0.0065902579,0.014469914,0.091260745
1924-Democratic-John-W-Davis,0.025152838,0,0.10253275,0.0019213974,0.15510917,0.042969432,0.052227074,0,0.011179039,0.093799127
1928-Democratic-Alfred-E-Smith,0.022437067,0,0.11036118,0.0027362277,0.15961328,0.054177308,0.039036848,0,0.009303174,0.09795695
1932-Democratic-Franklin-D-Roosevelt,0.023255814,0.0075239398,0.11422709,0.0027359781,0.15321477,0.086183311,0.038303694,0,0.0041039672,0.10670315
1936-Democratic-Franklin-D-Roosevelt,0.047576701,0,0.1067141,0.028901734,0.076478435,0.11960871,0.036460649,0.0013339262,0.018230325,0.046242775
1940-Democratic-Franklin-D-Roosevelt,0.077828646,0,0.074558535,0.035971223,0.085676913,0.12404622,0.025506867,0.0061042075,0.038151297,0.036843253
1944-Democratic-Franklin-D-Roosevelt,0.073964497,0,0.064349112,0.022928994,0.11686391,0.13461538,0.025147929,0.01035503,0.015532544,0.039201183
1948-Democratic-Harry-S-Truman,0.082172033,0.0002402691,0.057664584,0.049975973,0.13190774,0.098510332,0.030994714,0.0012013455,0.024747717,0.023306103
1952-Democratic-Adlai-Stevenson,0.085354691,0.0043478261,0.079290618,0.073684211,0.09771167,0.11018307,0.024599542,0.0014874142,0.037070938,0.017963387
1956-Democratic-Adlai-Stevenson,0.087694146,0.0041417762,0.091119076,0.072560733,0.10641179,0.082835524,0.03297491,0.0015133413,0.033532457,0.016407806
1960-Democratic-John-F-Kennedy,0.087493632,0.014900662,0.084755476,0.096854305,0.054890474,0.079406521,0.042282221,0.0032475802,0.038652573,0.019103413
1964-Democratic-Lyndon-B-Johnson,0.14799454,0.015067199,0.066778664,0.10562789,0.018269635,0.06851113,0.036801764,0.0072448551,0.044466611,0.015382192
1968-Democratic-Hubert-H-Humphrey,0.069636863,0.02728105,0.066219103,0.12090327,0.02471773,0.077082698,0.055111382,0.011962161,0.045041196,0.019957278
1972-Democratic-George-McGovern,0.024826097,0.045814344,0.092188375,0.12317102,0.019349164,0.050131926,0.098984569,0.02126809,0.034700568,0.018669545
1976-Democratic-Jimmy-Carter,0.021931939,0.090475272,0.10358623,0.12643401,0.016629712,0.065795816,0.049792731,0.011520293,0.032632797,0.012966355
1980-Democratic-Jimmy-Carter,0.026667741,0.10750349,0.073772693,0.12571168,0.011064561,0.082500806,0.036067247,0.01616715,0.041304114,0.010849715
1984-Democratic-Walter-F-Mondale,0.016095075,0.12549172,0.046650784,0.065765416,0.0075904482,0.078120672,0.058562801,0.022854452,0.077705136,0.016261289
1988-Democratic-Michael-Dukakis,0.012015177,0.074409781,0.037942664,0.081787521,0.0096964587,0.091905565,0.053752108,0.041947723,0.097386172,0.013490725
1992-Democratic-William-J-Clinton,0.011173856,0.043974528,0.033761865,0.076174456,0.011894749,0.07809684,0.062477472,0.088549802,0.12171092,0.0055268533
1996-Democratic-William-J-Clinton,0.010705183,0.030133107,0.019597848,0.043896913,0.0049844237,0.050863778,0.035627301,0.14919286,0.14806004,0.0105919
2000-Democratic-Albert-Gore-Jr,0.010356976,0.024364362,0.018421835,0.043465342,0.0038626427,0.060741118,0.063415255,0.15238338,0.097584787,0.0091684706
