id,0,1,2,3,4,5,6,7,8,9
1900-Republican-William-McKinley,0.08745583,0.042844523,0.083038869,0.059187279,0.00088339223,0.013250883,0.06360424,0.014134276,0.090547703,0.0057420495
1904-Republican-Theodore-Roosevelt,0.040144339,0.037889039,0.11998196,0.046459179,0.01984664,0,0.087956698,0.0094722598,0.1014885,0.0045105999
1908-Republican-William-Howard-Taft,0.064236111,0.013392857,0.12326389,0.048859127,0.033978175,0.015873016,0.062003968,0.014136905,0.085813492,0.015873016
1912-Republican-William-Howard-Taft,0.047005988,0.00089820359,0.069760479,0.065868263,0.050898204,0.074850299,0.051497006,0.0050898204,0.097005988,0.0011976048
1916-Republican-Charles-E-Hughes,0.078632479,0.027350427,0.036324786,0.066666667,0.049145299,0.016666667,0.05982906,0.005982906,0.10470085,0.014102564
1920-Republican-Warren-G-Harding,0.054641317,0.074772328,0.034030995,0.081163125,0.079086116,0.055919476,0.048889599,0.004633328,0.04633328,0.016456303
1924-Republican-Calvin-Coolidge,0.028442526,0.077873676,0.054727344,0.075519812,0.027069439,0.06630051,0.074146724,0.060415849,0.018438603,0.0043154178
1928-Republican-Herbert-Hoover,0.028161237,0.038376588,0.064881281,0.071231364,0.031336278,0.060739923,0.095251242,0.051076753,0.021120928,0.010215351
1932-Republican-Herbert-Hoover,0.039554682,0.042567125,0.035101506,0.095743287,0.014145383,0.074525213,0.06037983,0.067714473,0.023575639,0.030910282
1936-Republican-Alfred-M-Landon,0.071791399,0.053843549,0.0088046055,0.054520826,0.014222824,0.080934643,0.088384694,0.0023704707,0.036572977,0.089061971
1940-Republican-Wendell-L-Willkie,0.07345679,0.05617284,0.013580247,0.033333333,0.02654321,0.076851852,0.082407407,0.0098765432,0.026234568,0.11666667
1944-Republican-Thomas-E-Dewey,0.087578845,0.064046579,0.010431829,0.046094129,0.026200873,0.073508006,0.082969432,0.006065017,0.010431829,0.096797671
